id,youtube_url,title,caption,synopsis,release_date,duration,language,country,thumbnail_url
4ainIqdzl1c,https://www.youtube.com/watch?v=4ainIqdzl1c,REWIND,A mother uses futuristic technology to suppress her fear of losing her daughter in combat.,"Sheila is a mother whose daughter Julia is deployed to a faraway location as part of the military. They keep in touch via VR video messages, and Sheila also combs through her VR to relive certain memories from the past, partly as a way to allay her fears about her daughter's deployment.
Her daughter sends her an android named MELO as a gift for Christmas, who helps her around the house, cooking and doing chores. The robot is primarily domestic help at first. But when Sheila hits a moment of crisis, Melo becomes something more.",2023-12-17,840.0,English,USA,assets/thumbnails/4ainIqdzl1c.webp
4aqUSAik1zs,https://www.youtube.com/watch?v=4aqUSAik1zs,WITHIN,A man revisits the tragic day that changed his life forever.,"As Michael is interviewed for the camera, he revisits the day that changed his life forever. He's on the cusp of making a major decision, explaining the events and thought process that led up to it.
It's a difficult choice, one that requires him to face up to the tragic events of the past. But in making it -- and seeing the effects that it has -- he hopes it will bring him closure for the past, and comfort in his future.",2023-09-29,440.0,English,USA,assets/thumbnails/4aqUSAik1zs.webp
4tMAE_4t0V4,https://www.youtube.com/watch?v=4tMAE_4t0V4,MATCHBOX,"The Beast, the Phantom and the Hunchback use a dating app to find love.","The Beast, the Phantom of the Opera and the Hunchback of Notre Dame aren't just classic characters from epic love stories of old -- they're alive and kicking in today's modern world, and they're still looking for love, without much success.
They keep their hopes up, however, when they get on an app called Matchbox, which uploads short 3-second videos to get users to swipe. But when they encounter failure instead of true love, they lead a popular movement to shut the app down -- only to put them on a collision course with the app's enigmatic billionaire founder, who is not what he seems.",2020-04-19,1629.0,English,USA,assets/thumbnails/4tMAE_4t0V4.webp
4zp5jdgafOQ,https://www.youtube.com/watch?v=4zp5jdgafOQ,AMERICAN SOCIAL,A couple goes hiking to get away. But her social media sharing gets on his nerves.,"Skylar and Jake are a young, attractive couple from New York who decide to take a break from the city and go hiking upstate. But for Skylar, it's not a break from her social media presence, and the beautiful upstate nature views and physical activity offer her a new source of inspiration to share with her social media followers.
Jake, however, is irked with Skylar's relentless sharing, seeing it as detracting from their quality time together. As the weekend plays out, their relationship enters unexplored territory as both reveal certain sides of their personalities that prove increasingly incompatible.",2023-08-15,737.0,English,USA,assets/thumbnails/4zp5jdgafOQ.webp
568XBiX8t4I,https://www.youtube.com/watch?v=568XBiX8t4I,PAST LIFE,A man meets an enemy from his past life -- a small dog.,"Terrence is an ambitious academic attending a party with his wife Ellen. The party is in his honor, and he's also hoping to make some vital connections that could help him earn tenure. He's keen to meet up with Dr. Dosteaux, a well-connected professor who could help him climb the ladder.
Everything seems to be going well, but then he encounters an enemy from his past: a small dog named Herschel, whose owner also happens to be Dr. Dosteaux. Attempting to ensure his professional future, Terrence tries to work things out with Herschel. But to do so, he must resolve his past baggage with Herschel -- including the karmic debt he owes Herschel from their past lives.",2023-09-26,802.0,English,USA,assets/thumbnails/568XBiX8t4I.webp
56Nhu3IdPdI,https://www.youtube.com/watch?v=56Nhu3IdPdI,BOXED UP,A woman meets her ex to get her passport for a trip. But they have unfinished business.,"Cara and Alan are a former couple who broke up not too long ago. But they're meeting up because Cara has left her passport among Alan's things, and she needs it before she leaves on a big international trip that will take her away from Ireland for a long time.
They meet outside before Alan starts work, and Cara has a box of Alan's things that she wants to give him. But Alan is reluctant to take the box, which opens up some painful revelations for Cara. As they exchange things -- and likely say goodbye for good -- their unfinished business also arises.",2023-08-14,622.0,English,USA,assets/thumbnails/56Nhu3IdPdI.webp
5EUA3eIdwb0,https://www.youtube.com/watch?v=5EUA3eIdwb0,A BAD ROMANCE,A hopeless romantic falls for a lying scumbag. Then his business associates put her happily-ever-after in jeopardy.,"Maggie is a hopeless, slightly ditzy romantic who has been on a date with Melvin. Melvin is nice and agreeable, but he's oddly non-committal and elusive. But he seems amenable when Maggie walks him home.
But when he invites her inside, their date takes an unpredictable turn, one that will challenge Maggie to drop her illusions and face reality.",2023-11-14,813.0,English,USA,assets/thumbnails/5EUA3eIdwb0.webp
5ZSI1ruVFAc,https://www.youtube.com/watch?v=5ZSI1ruVFAc,ELLA,A mother is murdered and the father has blood on his hands. But not all is what it seems.,"In the midst of an isolated farm, a mother is murdered in a house and a father is washing his hands of blood before he loads up his gun once again.
Now the father hunts after his daughter Ella, who eludes him and takes off into the woods. As the father follows her deeper into the forest on an increasingly mad quest, though, the tables start to turn.",2020-07-08,531.0,English,USA,assets/thumbnails/5ZSI1ruVFAc.webp
5_s0kHUyZcE,https://www.youtube.com/watch?v=5_s0kHUyZcE,PIVOT PALS,An uptight boy spends the day with his mother's boyfriend -- and derails the relationship.,"Dax is a young boy who's precociously smart, mature and a little uptight for his tender years. He lives with his single mother, Jess, who is dating Clay. Almost more childish than Dax himself, Clay is free-wheeling, and fun but also an immature slacker.
When Clay offers to babysit Dax, the day goes badly, with Dax often uncomfortable or overstimulated by what Clay planned out. But when Dax gets wind of Clay's intentions toward his mom, Dax acts out, derailing the relationship between Jess and Clay once and for all.",2023-11-22,1146.0,English,USA,assets/thumbnails/5_s0kHUyZcE.webp
5fjbVlfQf10,https://www.youtube.com/watch?v=5fjbVlfQf10,SMALL CHANGE,"A petty thief steals a car, then makes a surprising new friend.","Danny is restlessly roaming about the streets, looking for a car to steal from, picking up anything from a random toy or spare change. When he comes across a car at a gas station that still has keys in it, he decides to go on a joy ride.
But little does Danny realize that he's taken a car with a little girl, Ava, still in the backseat. To his surprise, Danny and the girl strike up a strange bond, one that connects him back to his lost childhood.",2024-01-30,396.0,English,USA,assets/thumbnails/5fjbVlfQf10.webp
5fm4bzUdlxY,https://www.youtube.com/watch?v=5fm4bzUdlxY,NEON,"A man is forbidden from pursuing love, then plans to escape his heartbreaking existence.","Elias is a man with a mysterious disfigurement and a strange power: he helps people meet and fall in love. But he's forbidden from falling in love himself.
Yet he does love a woman named Mary -- a modern, independent woman who has only known Elias over messages on dating sites and then over the phone. Frustrated with the parameters of their relationship, Elias can't tell Mary who he really is or why they can't meet. Stalked by a pair of mysterious men around the city, he decides to let Mary go and give her a chance at real love -- in the only way he can.",2019-10-04,908.0,English,USA,assets/thumbnails/5fm4bzUdlxY.webp
5uMqJcNv5c8,https://www.youtube.com/watch?v=5uMqJcNv5c8,POACHERS,Two friends illegally harvest and sell rare plants to pay for college.,"Two lifelong friends, Iris and Rosie, are about to leave their home in California to go to college. To help pay Rosie's tuition, the pair have hit upon a unique money-making opportunity: illegally harvesting and selling succulents they find on the coast.
Rosie has no compunction about what they're doing, but Iris has more misgivings. But when they find themselves in a tricky situation, they must decide where to draw the line when it comes to breaking the law, doing what's right and what it all means when it comes to their friendship.",2023-11-24,772.0,English,USA,assets/thumbnails/5uMqJcNv5c8.webp
6032CwNaF0U,https://www.youtube.com/watch?v=6032CwNaF0U,FACON,A woman must confess her love of meat to her vegan boyfriend before he meets her family.,"Tia is in love with her boyfriend. There's one problem, however: Travis is a devout vegan, and Tia is secretly a meat lover from a family of enthusiastic meat lovers.
But when Travis presses the issue of meeting her family, Tia finally invites him over for dinner. But doing so may potentially reveal her dark, secret truth, and derail an affectionate and promising relationship.",2020-07-10,612.0,English,USA,assets/thumbnails/6032CwNaF0U.webp
65oCB3_FxZs,https://www.youtube.com/watch?v=65oCB3_FxZs,SEEK,Two sisters stop at a roadside bathroom. Its resident demands to play a terrifying game.,"Heidi and Jordan have been driving all night, and the two estranged sisters aren't getting along. Amidst this tense atmosphere, they make a stop at a dilapidated roadside park, where Heidi takes a bathroom break. But inside the filthy room, a mischievous inhabitant demands to play a terrifying game.",2022-01-29,348.0,English,USA,assets/thumbnails/65oCB3_FxZs.webp
66oF2UA98jI,https://www.youtube.com/watch?v=66oF2UA98jI,ON SECOND THOUGHT,A New York couple looks back on their entire relationship.,"A couple in New York looks back on their relationship, starting with the sweet way they met to the day they broke up. As they talk and reminisce, they see the same events from different perspectives, and together they ponder just why their romance didn't work.",2019-10-04,514.0,English,USA,assets/thumbnails/66oF2UA98jI.webp
67IVFDBSNJk,https://www.youtube.com/watch?v=67IVFDBSNJk,KINDLING,A young woman drives her estranged childhood best friend to get an abortion.,"Piper and Celeste used to be best friends when they were younger, both living in a trailer park. But now they are young adults and have embarked on separate paths, with Celeste moving up and out of the park onto college while Piper remains behind.
But then Celeste faces a difficult personal dilemma, one that would derail her plans for her life: she's pregnant. Looking to avoid the judgment of her sorority sisters, Celeste calls Piper and asks her to accompany her overnight on a trip -- one that forces them to address how far they've grown apart, but also reminds them what pulls them together.",2023-01-12,848.0,English,USA,assets/thumbnails/67IVFDBSNJk.webp
6WShSrhXFHA,https://www.youtube.com/watch?v=6WShSrhXFHA,A MAN DEPARTED,A widower can't catch a break on the day of his wife's funeral.,"Don is a recent widower devastated by the loss of his wife. On the day of her funeral, he attempts to attend to the various errands and tasks of the occasion, like getting soup for his father.
But as Don goes about his day, he discovers that even the simplest activities prove difficult in the thicket of his grief. He faces indifference, insensitivity and the selfishness of people as he tries to carry the burden of his pain. And just when he reaches his breaking point, he's faced with the ultimate challenge.",2021-09-24,844.0,English,USA,assets/thumbnails/6WShSrhXFHA.webp
6a1bIhQ_y9s,https://www.youtube.com/watch?v=6a1bIhQ_y9s,HOME BY 8:30,A teenager tries to hide his double life from his family.,"A young man runs through a park at night, escaping from a cascade of shouting behind him. He makes his way home, where his family has been waiting for him to have dinner.
As dinner proceeds, he tries to hide his double life from his family. But keeping these dual parts of his life may come at a price.",2022-03-31,809.0,English,USA,assets/thumbnails/6a1bIhQ_y9s.webp
6kNrD0Mp3ik,https://www.youtube.com/watch?v=6kNrD0Mp3ik,A MILLION EYES,A gifted young photographer sets out to capture something he loves with the help of a mentor.,"Leroy is a gifted young photographer, making startling images with a busted-up Minolta camera. He is thoughtful, not just in his art but also in his tenderness and care towards his single mom, who works long hours as a waitress and has her struggles. He's seeking to find the perfect image, as well as his own voice as an artist.
But Leroy runs into trouble when he loiters at a bookstore looking at photography books and finds himself in a juvenile detention center. During his stint, he meets another artist, who encourages him to follow his muse -- and accept some unexpected mentoring along the way. And when he faces new familial challenges, he finds both his voice and a refuge in his art in powerful new ways.",2024-01-12,1526.0,English,USA,assets/thumbnails/6kNrD0Mp3ik.webp
6lBs4dwlBh4,https://www.youtube.com/watch?v=6lBs4dwlBh4,HERO,Two quarrelling brothers set out on an adventure in their neighborhood and discover what it means to be a hero.,"Jon is playing in the neighborhood with his friends, playing games of war, crime and action where they jostle over who gets to be the villain and the hero. But his little brother is tagging along, annoying him and incurring the relentless teasing of his friends.
But when little brother is finally run off and then confronts his bully, it leads to a dangerous situation -- one where Jon finally realizes what it means to be heroic.",2019-10-10,824.0,English,USA,assets/thumbnails/6lBs4dwlBh4.webp
6mL5D2knW_k,https://www.youtube.com/watch?v=6mL5D2knW_k,BEEFIES,A Jewish man tries to cook his mother's favorite dish for Passover.,"Josh is in his apartment, sheltering at home. But as he faces the prospect of Passover -- the first after his mom's passing -- he decides to make one of her favorite recipes to commemorate the holiday. He hunts down her recipe for beefies, but can only find an incomplete card. Attempts to forge ahead using cookbooks and the Internet prove fruitless to recreate his mom's homemade cooking.
So Josh is forced to reach out to his estranged brother Mark, who might have the other half of the recipe card, which only brings out the latent conflict between them both. But as Josh is increasingly desperate to find his mother's lost recipe, he must learn to meet his brother halfway.",2023-07-24,588.0,English,USA,assets/thumbnails/6mL5D2knW_k.webp
71dNBnY0tew,https://www.youtube.com/watch?v=71dNBnY0tew,THE HAMSTER,A father and daughter talk about humanity's futile search for meaning in the universe.,"A father buys his young daughter a pet hamster, although dad is a little ambivalent about the whole project. Then the hamster dies, and the father must try to help his daughter make sense of her pet's death. But when his little girl isn't satisfied with the typical platitudes, it opens up a frank, no-holds-barred discussion about life, death and the futility of meaning in the universe.",2019-10-09,680.0,English,USA,assets/thumbnails/71dNBnY0tew.webp
79Y5uOFr3KY,https://www.youtube.com/watch?v=79Y5uOFr3KY,CYNTHIA,A woman meets with once-close friends -- and discovers some bridges can't be mended.,"Cynthia is meeting with her old friend Clem and her husband David for a get-together at Clem's house. A few other friends have decided to come at the last minute as well, and Cynthia hasn't seen many in her circle in a very long time.
Cynthia is nervous, and not just because of her social anxiety. As the evening unfolds, the other guests reveal their nervousness around Cynthia as well. But when the truth comes out about what happened, the group must confront the ripple effect of Cynthia's past actions.",2023-09-23,1059.0,English,USA,assets/thumbnails/79Y5uOFr3KY.webp
7IHXgpeBCew,https://www.youtube.com/watch?v=7IHXgpeBCew,FESTIVAL OF SLAPS,A Nigerian mother slaps her son so hard his life flashes before his eyes.,"Ade is joining his Nigerian parents for a celebratory dinner at an elegant restaurant in London. But at one point, his mother slaps him hard, to the shock of the other restaurant patrons.
The force of the slap brings up memories of Ade's past, of growing up in South London with his immigrant parents, when he and his mom would clash over his happy-go-lucky, free-spirited attitude and lackadaisical attitude to life. But the present-day slap, as well as the flow of memory it releases, makes him reflect on Ade's own parenting of his daughter Emma -- and all the things he learned from his mother.",2023-10-26,719.0,English,USA,assets/thumbnails/7IHXgpeBCew.webp
7LdChBGoy7E,https://www.youtube.com/watch?v=7LdChBGoy7E,PARA ELLOS,Two siblings embark on a journey across the U.S.-Mexico border to find their father.,"Maria is a smart, caring and determined 10-year-old girl who deeply loves her father, as well as the bedtime stories he tells her and her little brother Juan.
But one night her father goes missing, so Maria and Juan set off across the desert towards the U.S. border in hopes of finding him and bringing him home. On the way, they are aided and guided by three curious, mystical desert creatures, who imbue the journey with magic and just a little menace.
But all the magic in the world cannot disguise the fact that their journey is a dangerous one, and that Maria and Juan's father, and the children who follow him, are in grave peril as they race across the desert at night.",2020-10-12,1410.0,English,USA,assets/thumbnails/7LdChBGoy7E.webp
7OUrv3UzxaU,https://www.youtube.com/watch?v=7OUrv3UzxaU,LEAD/FOLLOW,"A guy meets a girl and falls in love -- told through dance, in a single shot.","A man and a woman meet and are instantly attracted and intrigued by one another. Taking care to present themselves as ""put together"" as possible, they go on a date, and then they embark on a relationship.
What follows is a romantic ""pas de deux"" that alternates between rhapsody and roller coaster as both parties try to manage their emotions as they fall deeper in love.",2023-08-27,730.0,English,USA,assets/thumbnails/7OUrv3UzxaU.webp
7QNKx_Z7apo,https://www.youtube.com/watch?v=7QNKx_Z7apo,BEAUTY MARKS,A young girl worries about leaving her mother with a handsome drifter after wandering off with his unreliable daughter.,"Ritchie is a young teen who works with her mother cleaning motels -- a sometimes unpleasant task that exposes her sometimes to the literal underside of life. But most of the time, it's uneventful and boring.
One day, though, a man arrives at the motel with his daughter Zadie. Ritchie is instantly fascinated by the other young woman, who is mysterious and tense. And her mother immediately seems attracted to the man. When the adults send the two young girls to hang out together, Ritchie isn't sure what to make of Zadie. But when Zadie offers an offhand revelation about her dad, Ritchie begins to wonder if she should have left her mother in the first place.",2024-01-23,631.0,English,USA,assets/thumbnails/7QNKx_Z7apo.webp
7RMLL3WpL5A,https://www.youtube.com/watch?v=7RMLL3WpL5A,SPOETNIK,A young man finds himself in between a food-truck and a brothel.,"Sam works at the Spoetnik food stand, selling its namesake specialty lunch kabab. The stand is situated across the street from a brothel, and when one of the girls who works there visits Sam's stand -- slung over the shoulder of her ""minder"" -- Sam falls in love with the alluringly pretty girl and decides to rescue her.",2018-03-29,636.0,English,USA,assets/thumbnails/7RMLL3WpL5A.webp
7jjKUT8KYSA,https://www.youtube.com/watch?v=7jjKUT8KYSA,THE AMAZING ADVENTURES OF AWESOME,A young girl is born into an amazing world that overwhelms her.,"A young girl is born into the world, and she is dropped into a landscape of charming objects and engaging sensations. She enjoys many of these, but they occasionally overwhelm her.
She then finds herself at school, navigating a new set of experiences and expectations. Her world shifts and widens with each new experience, and she finds a lot to delight in. But when it all becomes too much and she finds herself caught in a storm, she finds peace in an enchanted forest -- and discovers her magical powers as well.",2023-08-09,364.0,English,USA,assets/thumbnails/7jjKUT8KYSA.webp
7kmWTlp1Qso,https://www.youtube.com/watch?v=7kmWTlp1Qso,THE JOG,A man gets the news of his lifetime. But his morning jog doesn't go as planned.,"One morning, a young Black man wakes up and gets some wonderful news: he's been accepted into his local police academy, which will set him and his family up with some degree of security and help assure his future.
He carries that feeling as he goes about his day, starting with his routine morning run. During his run, he sees someone who needs help and attempts to provide some assistance at the scene.
However, his altruistic gesture goes awry, and he finds himself in the wrong place at the wrong time, as a promising morning takes a distinctly wrong turn.",2020-05-31,404.0,English,USA,assets/thumbnails/7kmWTlp1Qso.webp
7ogSfztFnqo,https://www.youtube.com/watch?v=7ogSfztFnqo,PROGRESS BAR,A woman navigates a virtual customer service call with her own digital assistant.,"A woman discovers she's still being charged for a dating service and tries to cancel it with the help of a digital assistant named Lexi. But Lexi takes things in unexpected directions, learning something about human relationships along the way.",2019-02-10,394.0,English,USA,assets/thumbnails/7ogSfztFnqo.webp
80BKJxCXgZ0,https://www.youtube.com/watch?v=80BKJxCXgZ0,BLACKHEADS,"A woman tries to cope with heartbreak, bad therapy and blackheads.","Sofia is showering and washing her face one morning when a therapist calls. She's just broken up with her boyfriend and overwhelmed with emotion, she needs some support.
The therapist, however, isn't exactly helpful, going on and on about gender differences and saying that Sofia is expecting too much of her relationship. She recommends Sofia read a book called MARS AND VENUS ON A DATE.
After the call, the recommendation inspires some daydreaming within Sofia, who reconnects with her ex in her imagination...as the archetypal Mars and Venus. The dream goes to unexpected places -- ones that ultimately free Sofia and help her move forward.",2020-11-14,472.0,English,USA,assets/thumbnails/80BKJxCXgZ0.webp
83TgtztrgDg,https://www.youtube.com/watch?v=83TgtztrgDg,AMONG US,"A young pianist discovers she's going deaf, then fights for her future as musician.","Anna is a young pianist, and music has been her passion since a very young age when she joined a prestigious music academy. But now Anna is losing her hearing.
Becoming hearing-impaired is devastating for the young artist, who becomes angry, withdrawn and upset. It affects her work, and soon her place at the academy is endangered. But Anna's biggest obstacle may be the tumult of her past and her raw anger at herself.",2023-11-29,693.0,English,USA,assets/thumbnails/83TgtztrgDg.webp
87kZnqfIyHQ,https://www.youtube.com/watch?v=87kZnqfIyHQ,CAGED,A kidnapped woman tries find common ground with her captor to secure her freedom.,"Amanda is a young woman who has been taken hostage. Her kidnapper, Ronny, has taken her away to a remote location and is awaiting his next instructions from his boss, who ordered the kidnapping.
Amanda must find common ground with her captor to evade even more potential violence. At first, Ronny is hostile, but when they stumble upon an unexpected shared enthusiasm, Amanda finds some hope of escape.",2024-01-29,369.0,English,USA,assets/thumbnails/87kZnqfIyHQ.webp
8KoSh9FSsRs,https://www.youtube.com/watch?v=8KoSh9FSsRs,ANOTHER CANCER MOVIE,A hospice caretaker and a cancer patient form a bond moments before the end.,"Two aspiring filmmakers, Chad and Phil, are in the middle of shooting the most important scene of their film. It's a story about Bobby, a caretaker at a hospital, played by Phil. And he's fallen in love with Geraldine, one of his cancer patients at the hospital he works at.
But the rub is that in real life, Geraldine is played by Bonnie. And in real life, Bonnie is Phil's aunt. And she really has cancer. And they have no budget or crew. To make their own Oscar-winning masterpiece, a la MOONLIGHT, they have to surmount all these obstacles -- as well as themselves.",2019-07-12,826.0,English,USA,assets/thumbnails/8KoSh9FSsRs.webp
8Kq6zYAmjUU,https://www.youtube.com/watch?v=8Kq6zYAmjUU,WHEN I EXPLODE,A man discovers a ticking bomb in his stomach -- on his 30th birthday.,"It's Chris's birthday, and his girlfriend Tes has planned a surprise party for him. But when Tes brings out the cake, Chris experiences pains in his stomach. It turns out to be a ticking bomb in his stomach, and it's about to explode.
Chris tried to deny what was happening, and then he tried to hide it. But at a certain point, when Tes brings out the cake, he has an existential crisis that exacerbates his ailment, almost making his stomach explode. A special bomb squad is called in, which must defuse the bomb by shepherding Chris through his doubts and fears.",2023-11-23,446.0,English,USA,assets/thumbnails/8Kq6zYAmjUU.webp
8Lam5tiO8HE,https://www.youtube.com/watch?v=8Lam5tiO8HE,VISITORS,Two women form an uneasy bond amid a strange world. Then 'visitors' patrol the night skies.,"The world has changed: penguins wander in the Australian outback; dead squids lie stranded on remote dirt roads; sharks swim in abandoned swimming pools. Amidst the eerieness, two women who are strangers to one another, without even a common language, find themselves sharing a country home.
As the hours pass, they start to form an uneasy bond. But the presence of nighttime ""visitors"" who patrol the skies at night threatens what fragile peace and understanding they come to.",2023-08-12,734.0,English,USA,assets/thumbnails/8Lam5tiO8HE.webp
8Q6HtTQmY_g,https://www.youtube.com/watch?v=8Q6HtTQmY_g,THE JOHN FEATHERS MAP COLLECTION,A collector donates a trove of maps for a glimpse into the past.,"In 2012, Glen Creason -- a map librarian at the Los Angeles Central Library -- got a phone call from a real estate agent. The agent told him a house scheduled for demolition in Mt. Washington was filled with maps.
Glen was skeptical, thinking it would be nothing but boxes of NATIONAL GEOGRAPHIC. But Glen soon discovered the old house was stuffed with a treasure trove of priceless antique maps, much beloved to John Feathers, the occupant of the house and a passionate collector of maps. John's private collection effectively doubled the Library's collection, which started in 1873.",2018-02-11,605.0,English,USA,assets/thumbnails/8Q6HtTQmY_g.webp
8fyjCygRaPc,https://www.youtube.com/watch?v=8fyjCygRaPc,I BET YOU'RE WONDERING HOW I GOT HERE,A ragtag group of thieves rob a bank. But they're all undercover cops.,"A group of four ragtag thieves have just robbed a bank. There's a doofus, a no-nonsense tough chick, a cool and collected ring leader and a suave idiot, all of whom have just managed to come away with a large amount of money.
Cramming themselves into a Volkswagen Beetle, they rendez-vous with the local crime boss at an abandoned building. But the situation goes awry because nothing is as it seems -- and no one seems to know what is going on.",2023-12-05,968.0,English,USA,assets/thumbnails/8fyjCygRaPc.webp
9cCcN4-CQM8,https://www.youtube.com/watch?v=9cCcN4-CQM8,HOMETOWN HERO,Two brothers try to catch a troublemaker who slashes vegetable gardens as revenge.,"Billy has come back to his small English hometown after a stint as a war photographer. He has joined his family's newspaper staff, which is run by his brother Roman, who is trying to breathe new life into the small publication. But Billy feels like working on the village paper is beneath him, where the biggest story so far is a mysterious vegetable produce slasher.
But when the brothers decide to stake out a garden to catch the courgette slasher in action in hopes of landing a big story, Billy confronts the damage of his past and has a chance to reconnect with Roman.",2023-06-17,666.0,English,USA,assets/thumbnails/9cCcN4-CQM8.webp
9rNn7iFt8WU,https://www.youtube.com/watch?v=9rNn7iFt8WU,UNDERPAINT,A woman roams an art gallery -- and remembers her painter father's love and lessons.,"Anna is a young woman whose beloved father, Tom, passed away. Tom was a successful painter, and Anna now roams art galleries and museums, looking for a specific painting of her, one with a red boat floating on blue water.
As Anna searches, she remembers the lessons her father taught her. Not just about art, but about looking closer and appreciating the world around her. Between the memories and images, Anna discovers just how deeply his love and lessons connect to her life, now that he is gone.",2023-09-22,844.0,English,USA,assets/thumbnails/9rNn7iFt8WU.webp
9w3muz8vxC4,https://www.youtube.com/watch?v=9w3muz8vxC4,HIS COUSIN HERSCHEL,A man doesn't know his friend is an alien. Then his idiot alien cousin visits.,"Jerry has been living with his best friend and roommate Neil, sharing a house as well as a fish named Frederick. But their pleasant existence is interrupted by a visit by Jerry's cousin Herschel. Herschel is family, but he's also odd, a little eccentric and a high-maintenance troublemaker.
But as it turns out, Herschel's visit isn't just family fun. Herschel and Jerry are aliens, and Herschel is checking up on Jerry, who has extended his ""year abroad"" on Earth. Jerry doesn't want to return, however, forcing him to decide between returning to his past or owning up to his true identity to his best friend.",2023-11-30,1308.0,English,USA,assets/thumbnails/9w3muz8vxC4.webp
9yMqBS-BfcM,https://www.youtube.com/watch?v=9yMqBS-BfcM,CATCH A GIRL,An 11-year-old boy plays a childhood game to find girls. It's harder than he expects.,"Darius is a young tween who has just begun to be interested in girls. But he has no clue how to go about getting a girlfriend, and neither do his friends. Watching older kids like his brother offers no insight, and his elementary attempts to talk with a girl in the neighborhood are thwarted by a protective father. A neighborhood game offers him a chance at finding a girl -- but the girls may just prove to be wilier and tougher for a young kid like Darius.",2023-08-20,867.0,English,USA,assets/thumbnails/9yMqBS-BfcM.webp
A0drG2D9J_s,https://www.youtube.com/watch?v=A0drG2D9J_s,THE DRIVING SEAT,A couple tries to make love in the car to put that spark back in their marriage.,"Jane and Martin are a middle-aged couple who have hit some doldrums in their long-term marriage. In an attempt to spice things up and put some spark back into their relationship, they decide to get busy in their car one Saturday morning.
Of course, making the fantasy happen isn't without its obstacles. It's not comfortable, for one, and then there's the possibility of being interrupted by the postman.
But the biggest wrinkle may actually be each other, as what was supposed to be a fun little tryst takes an unexpected turn.",2022-02-11,534.0,English,USA,assets/thumbnails/A0drG2D9J_s.webp
A6gsIGrTLKs,https://www.youtube.com/watch?v=A6gsIGrTLKs,HATCHBACK,A man tries to clean up a dead body for the mob. Then his idiot brother-in-law shows up.,"Vince is charged with cleaning up a dead body for the mob. But it's a big job and he has to enlist the help of his brother-in-law, Ted, who has been visiting with Vince and his wife.
But Ted, though amiable and chatty, is dim-witted, and his presence is more of a hindrance and help to Vince. And Ted might just put Vince in a sticky position, especially as the urgency of his task begins to catch up with them.",2023-07-19,718.0,English,USA,assets/thumbnails/A6gsIGrTLKs.webp
ADHeDNyzjic,https://www.youtube.com/watch?v=ADHeDNyzjic,CLOWN FACE,"A man gets drunk amid a midlife crisis, then asks his daughter to forgive him.","Michael had a midlife crisis, left his wife and bought a Porsche. But it hasn't worked out the way he expected. Now he's lonely and looking to put the pieces of his life back to get together. To do that, he has to seek forgiveness and advice from his angry daughter Laurie. But getting drunk and crashing her date isn't quite the best way to go about it...",2023-11-16,626.0,English,USA,assets/thumbnails/ADHeDNyzjic.webp
ADQ59xOXPZg,https://www.youtube.com/watch?v=ADQ59xOXPZg,STEVIE'S ALIENS,"A skeptical teenager thinks he sees a UFO, then embarks on a journey to summon it.","Young teen, aspiring writer and UFO enthusiast Greg is an outsider in his life, constantly wearing headphones to block out the world. And he's just been rejected from his top choice of writing program, casting him into a fog of dejection.
His girlfriend Julia takes him to a concert to take his mind off things. But Greg can't help but brood, even going through boxes of his old stories. But when a paper cut brings him back to the present, he tosses the whole box away, his future and confidence as a writer uncertain.
On his way to the concert, though, he sees a bright light that he thinks is a UFO. He goes after Stevie, the other only person who sees the light, to confirm what they've seen. After discovering Greg's cut is miraculously healed, they embark on a night of adventure.
Logical and science-driven Julia goes after them in an effort to track down Greg, and together they have their own encounter with something bigger than themselves.",2019-04-28,1016.0,English,USA,assets/thumbnails/ADQ59xOXPZg.webp
AKjxDvcygoE,https://www.youtube.com/watch?v=AKjxDvcygoE,EVERY OTHER WEEK,A young man is 'dumped' by his therapist. Then it takes an unexpected turn.,"Kevin has been going to therapy for some time, developing a close bond of trust and vulnerability with his therapist. But as he talks about the latest difficult situation in his life, his therapist drops a bombshell: their time together has ""come to a close.""
The session takes an unexpected turn after the revelation, as Kevin navigates feelings of abandonment and rejection and the therapist has to uphold her boundaries while staying compassionate. But the contretemps leads to fascinating emotional territory for both parties, in unexpectedly moving ways.",2022-12-29,665.0,English,USA,assets/thumbnails/AKjxDvcygoE.webp
Alzu8v1obrM,https://www.youtube.com/watch?v=Alzu8v1obrM,MONEY SHOT,A celebrity sex tape broker faces his worst nightmare -- a tape of his own wife.,"It's the early 2000s in England, and David, a celebrity sex tape broker, trades in salacious videos. But then one day his worst nightmare comes true: he comes across a tape featuring his wife Beverley. And the man who brought it to him wants more than money... he wants revenge for a past tape featuring his girlfriend.
After a scuffle, the two look like they're going to strike a deal, but then the wife in question arrives on the scene. When the truth breaks open, David and Beverley find themselves at a precipice as a couple.",2021-10-31,635.0,English,USA,assets/thumbnails/Alzu8v1obrM.webp
